Organisation,SctrCluster,SubSctr,Cntry,Region,Province,Municipality,Barangay,PlaceName,Activity,MtrlsSrcPrvd,PrmryBnfcry,Status,ProvinceCODE,PCODE,MncpltyCODE,MncpltyCODE,BarangayCODE,N.PrmyBnfcrs,StartDate,EndDate
Christian Aid,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,GUIUAN,"Shelter Kit Distribution, Technical Assistance, Capacity-building",No Data,tarpaulins - 1 per HH,No Data,No Data,Ongoing,82600000,826,82609000,No Data,No Data,5750,15.11.13,07.02.14
Christian Aid,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,GUIUAN,"NFI Distribution, DRR Capacity-building",No Data,NFI,No Data,No Data,Ongoing,82600000,826,82609000,No Data,No Data,5175,15.11.13,07.02.14
Christian Aid,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,MERCEDES,"Shelter Kit Distribution, Technical Assistance, Capacity-building",No Data,tarpaulins - 1 per HH,No Data,No Data,Ongoing,82600000,826,82616000,No Data,No Data,5750,15.11.13,07.02.14
Christian Aid,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,MERCEDES,"NFI Distribution, DRR Capacity-building",No Data,NFI,No Data,No Data,Ongoing,82600000,826,82616000,No Data,No Data,5175,15.11.13,07.02.14
Christian Aid,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,QUINAPONDAN,"Shelter Kit Distribution, Technical Assistance, Capacity-building",No Data,tarpaulins - 1 per HH,No Data,No Data,Ongoing,82600000,826,82618000,No Data,No Data,5750,15.11.13,07.02.14
Christian Aid,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,QUINAPONDAN,"NFI Distribution, DRR Capacity-building",No Data,NFI,No Data,No Data,Ongoing,82600000,826,82618000,No Data,No Data,5175,15.11.13,07.02.14
Christian Aid,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),BASEY,"NFI Distribution, DRR Capacity-building",No Data,NFI,No Data,No Data,Ongoing,86000000,860,86002000,No Data,No Data,10350,15.11.13,07.02.14
Christian Aid,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),MARABUT,"NFI Distribution, DRR Capacity-building",No Data,NFI,No Data,No Data,Ongoing,86000000,860,86010000,No Data,No Data,10350,15.11.13,07.02.14
Care,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (CAPITAL),Household Kit distribution,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,83700000,837,83747000,No Data,No Data,2300,28.11.13,28.11.13
CRS,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TOLOSA,Cantariwis,No Data,No Data,No Data,No Data,Ongoing,83700000,837,83749000,No Data,No Data,5,,
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (CAPITAL),Rizal school EC,No Data,NFI - household kits,No Data,evacuation center (displaced),Completed,83700000,837,83747000,No Data,No Data,1279,16.11.13,16.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (CAPITAL),RTR Sped EC,No Data,NFI - household kits,No Data,evacuation center (displaced),Completed,83700000,837,83747000,No Data,No Data,203,17.11.13,17.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (CAPITAL),DoE EC,No Data,NFI - household kits,No Data,evacuation center (displaced),Completed,83700000,837,83747000,No Data,No Data,88,17.11.13,17.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (CAPITAL),DoA EC,No Data,NFI - household kits,No Data,evacuation center (displaced),Completed,83700000,837,83747000,No Data,No Data,120,17.11.13,17.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,Rizal,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Completed,83700000,837,83718000,No Data,No Data,2227,20.11.13,20.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,Buntay,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Completed,83700000,837,83718000,No Data,No Data,1606,20.11.13,21.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,Sabang Dosquitan,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Completed,83700000,837,83718000,No Data,No Data,502,21.11.13,21.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,Sungi,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Completed,83700000,837,83718000,No Data,No Data,1523,21.11.13,21.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,San Jose,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Completed,83700000,837,83718000,No Data,No Data,4527,22.11.13,22.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,Luan,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Completed,83700000,837,83718000,No Data,No Data,741,22.11.13,22.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,San Miguel,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Completed,83700000,837,83718000,No Data,No Data,1748,23.11.13,23.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,San Rafael,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Completed,83700000,837,83718000,No Data,No Data,1965,23.11.13,23.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Capudlosan,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Completed,83700000,837,83730000,No Data,No Data,548,25.11.13,25.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Capudlosan,No Data,NFI - household kits,No Data,home based (non-displaced),Completed,83700000,837,83730000,No Data,No Data,548,25.11.13,25.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Dona Josefa,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Completed,83700000,837,83730000,No Data,No Data,368,25.11.13,25.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Dona Josefa,No Data,NFI - household kits,No Data,home based (non-displaced),Completed,83700000,837,83730000,No Data,No Data,368,25.11.13,25.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Gen Luna,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Completed,83700000,837,83730000,No Data,No Data,658,25.11.13,25.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Gen Luna,No Data,NFI - household kits,No Data,home based (non-displaced),Completed,83700000,837,83730000,No Data,No Data,658,25.11.13,25.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,San Isidro,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Completed,83700000,837,83730000,No Data,No Data,810,25.11.13,25.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,San Isidro,No Data,NFI - household kits,No Data,home based (non-displaced),Completed,83700000,837,83730000,No Data,No Data,810,25.11.13,25.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (CAPITAL),Barangay 66,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Completed,83700000,837,83747000,No Data,No Data,1390,25.11.13,25.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (CAPITAL),Barangay 66,No Data,NFI - household kits,No Data,home based (non-displaced),Completed,83700000,837,83747000,No Data,No Data,1390,25.11.13,25.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (CAPITAL),Barangay 66,No Data,NFI - kitchen sets,No Data,home based (non-displaced),Completed,83700000,837,83747000,No Data,No Data,1390,25.11.13,25.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (CAPITAL),Barangay 66A,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Completed,83700000,837,83747000,No Data,No Data,1146,25.11.13,25.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (CAPITAL),Barangay 66A,No Data,NFI - household kits,No Data,home based (non-displaced),Completed,83700000,837,83747000,No Data,No Data,1146,25.11.13,25.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (CAPITAL),Barangay 66A,No Data,NFI - kitchen sets,No Data,home based (non-displaced),Completed,83700000,837,83747000,No Data,No Data,1146,25.11.13,25.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Casuntingam,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Completed,83700000,837,83730000,No Data,No Data,1169,26.11.13,26.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Casuntingam,No Data,NFI - household kits,No Data,home based (non-displaced),Completed,83700000,837,83730000,No Data,No Data,1169,26.11.13,26.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Osmena,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Completed,83700000,837,83730000,No Data,No Data,677,26.11.13,26.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Osmena,No Data,NFI - household kits,No Data,home based (non-displaced),Completed,83700000,837,83730000,No Data,No Data,677,26.11.13,26.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Villia Emelda,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Completed,83700000,837,83730000,No Data,No Data,502,26.11.13,26.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Villia Emelda,No Data,NFI - household kits,No Data,home based (non-displaced),Completed,83700000,837,83730000,No Data,No Data,502,26.11.13,26.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Linayway,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Completed,83700000,837,83730000,No Data,No Data,1362,26.11.13,26.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Linayway,No Data,NFI - household kits,No Data,home based (non-displaced),Completed,83700000,837,83730000,No Data,No Data,1362,26.11.13,26.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Danao,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Completed,83700000,837,83730000,No Data,No Data,1265,26.11.13,26.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Danao,No Data,NFI - household kits,No Data,home based (non-displaced),Completed,83700000,837,83730000,No Data,No Data,1265,26.11.13,26.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (CAPITAL),Barangay 67,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Ongoing,83700000,837,83747000,No Data,No Data,1187,28.11.13,28.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (CAPITAL),Barangay 68,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Ongoing,83700000,837,83747000,No Data,No Data,2057,27.11.13,27.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (CAPITAL),Barangay 69,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Ongoing,83700000,837,83747000,No Data,No Data,2057,28.11.13,28.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (CAPITAL),Barangay 70,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Ongoing,83700000,837,83747000,No Data,No Data,1104,27.11.13,27.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Tuyo,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Ongoing,83700000,837,83730000,No Data,No Data,1523,28.11.13,28.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Poblacion District 1,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Ongoing,83700000,837,83730000,No Data,No Data,1035,28.11.13,28.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Poblacion District 2,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Ongoing,83700000,837,83730000,No Data,No Data,1316,28.11.13,28.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Poblacion District 3,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Ongoing,83700000,837,83730000,No Data,No Data,1219,28.11.13,28.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Romualdez,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Ongoing,83700000,837,83730000,No Data,No Data,953,29.11.13,29.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Maya,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Ongoing,83700000,837,83730000,No Data,No Data,677,29.11.13,29.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,San Pedro,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Ongoing,83700000,837,83730000,No Data,No Data,713,29.11.13,29.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Pongon,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Ongoing,83700000,837,83730000,No Data,No Data,723,29.11.13,29.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,Catmonan,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83718000,No Data,No Data,539,29.11.13,29.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,Serrano,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83718000,No Data,No Data,5,29.11.13,29.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,Market site,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83718000,No Data,No Data,419,29.11.13,29.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,Highway,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83718000,No Data,No Data,1367,29.11.13,29.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,Calubian,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83718000,No Data,No Data,1224,29.11.13,29.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,Barbo,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83718000,No Data,No Data,971,29.11.13,29.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Quezon,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83730000,No Data,No Data,138,30.11.13,30.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Causwagan,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83730000,No Data,No Data,539,30.11.13,30.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Palale 1,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83730000,No Data,No Data,787,30.11.13,30.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Palale 2,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83730000,No Data,No Data,1155,30.11.13,30.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Salvacion,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83730000,No Data,No Data,217,30.11.13,30.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Burabod,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83730000,No Data,No Data,332,30.11.13,30.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Kiling,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83730000,No Data,No Data,230,30.11.13,30.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Batbung,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83730000,No Data,No Data,332,30.11.13,30.11.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,San Antonio,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83730000,No Data,No Data,451,01.12.13,01.12.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Santa Isabel,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83730000,No Data,No Data,690,01.12.13,01.12.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Oguisan,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83730000,No Data,No Data,138,01.12.13,01.12.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Lanawan,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83730000,No Data,No Data,309,01.12.13,01.12.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,San Vicente,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83730000,No Data,No Data,152,01.12.13,01.12.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,Cabagcungan,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83718000,No Data,No Data,4140,02.12.13,02.12.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,Batog,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83718000,No Data,No Data,479,02.12.13,02.12.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,Del Carmen,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83718000,No Data,No Data,419,02.12.13,02.12.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,Calubian,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83718000,No Data,No Data,1224,03.12.13,03.12.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,Dacay,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83718000,No Data,No Data,506,03.12.13,03.12.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,Camote,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83718000,No Data,No Data,736,03.12.13,03.12.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,Romualdez,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83718000,No Data,No Data,516,03.12.13,03.12.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,Fatima,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83718000,No Data,No Data,658,03.12.13,03.12.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MAYORGA,San Roque,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83735000,No Data,No Data,2889,02.12.13,02.12.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MAYORGA,Liberty,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83735000,No Data,No Data,1330,02.12.13,02.12.13
SCI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MAYORGA,Union,No Data,tarpaulins - 1 per HH,No Data,home based (non-displaced),Planned,83700000,837,83735000,No Data,No Data,2167,03.12.13,03.12.13
